Name,Position,HS,City,State,Height,Inches,Weight,CompRating,Offerer,Year,NatRank,PosRank,StRank,Stars,CommittedTo,15,Place,lon,lat
Arlen Harris Jr.,RB,Lutheran Of St Charles County,Saint Peters,MO,5,11,189,0.8985,Florida,2022,306,27,8,4,Stanford,//247sports.com/player/arlen-harris-jr-46076710,"Lutheran Of St Charles County, Saint Peters, MO",-90.5914594,38.7911095
Antonio Martin,RB,Langston Hughes,Fairburn,GA,5,11,205,0.8976,Florida,2022,314,28,28,4,Georgia Tech,//247sports.com/player/antonio-martin-46095019,"Langston Hughes, Fairburn, GA",-84.6336424,33.61651430000001
Terrance Gibbs,RB,Winter Park,Winter Park,FL,6,0,190,0.8966,Florida,2022,322,29,37,4,Georgia Southern,//247sports.com/player/terrance-gibbs-46056841,"Winter Park, Winter Park, FL",-81.33923519999999,28.5999998
Damari Alston,RB,Woodward Academy,Atlanta,GA,5,10,205,0.8955,Florida,2022,342,32,31,4,Auburn,//247sports.com/player/damari-alston-46079847,"Woodward Academy, Atlanta, GA",-84.44197989999999,33.6628164
Jaylon Glover,RB,Lake Gibson,Lakeland,FL,5,7,205,0.8935,Florida,2022,360,33,43,4,Utah,//247sports.com/player/jaylon-glover-46097822,"Lake Gibson, Lakeland, FL",-81.961664,28.1075308
Jamie Felix,RB,Camden County,Kingsland,GA,5,10,195,0.8824,Florida,2022,467,37,48,3,Georgia Tech,//247sports.com/player/jamie-felix-46079336,"Camden County, Kingsland, GA",-81.68982609999999,30.7999563
Quinshon Judkins,RB,Pike Road,Pike Road,AL,5,11,200,0.8763,Florida,2022,567,46,25,3,Ole Miss,//247sports.com/player/quinshon-judkins-46100893,"Pike Road, Pike Road, AL",-86.14545249999999,32.2751421
Jaziun Patterson,RB,Deerfield Beach,Deerfield Beach,FL,5,10.5,190,0.8709,Florida,2022,667,53,91,3,Iowa,//247sports.com/player/jaziun-patterson-46081922,"Deerfield Beach, Deerfield Beach, FL",-80.09976569999999,26.3184123
Anthony Hankerson,RB,St. Thomas Aquinas,Fort Lauderdale,FL,5,9,190,0.8696,Florida,2022,703,57,98,3,Colorado,//247sports.com/player/anthony-hankerson-46098450,"St. Thomas Aquinas, Fort Lauderdale, FL",-80.1329575,26.1190231
Luther Burden,WR,East St. Louis,East Saint Louis,IL,6,0,200,0.9974,Florida,2022,3,1,1,5,Missouri,//247sports.com/player/luther-burden-46058915,"East St. Louis, East Saint Louis, IL",-90.1506465,38.624514
Evan Stewart,WR,Liberty,Frisco,TX,6,0,175,0.994,Florida,2022,11,2,4,5,Texas A&M,//247sports.com/player/evan-stewart-46096676,"Liberty, Frisco, TX",-96.7424989,33.1407379
Tetairoa McMillan,WR,Servite,Anaheim,CA,6,4,185,0.9779,Florida,2022,51,5,4,4,Arizona,//247sports.com/player/tetairoa-mcmillan-46081836,"Servite, Anaheim, CA",-117.9494448,33.8466108
Kevin Coleman,WR,St. Mary's,Saint Louis,MO,5,11,170,0.9773,Florida,2022,54,6,1,4,Jackson State,//247sports.com/player/kevin-coleman-46058557,"St. Mary's, Saint Louis, MO",-90.2511624,38.5751341
C.J. Williams,WR,Mater Dei,Santa Ana,CA,6,2,193,0.9707,Florida,2022,73,10,6,4,USC,//247sports.com/player/c-j-williams-46082278,"Mater Dei, Santa Ana, CA",-117.8841454,33.7262194
Andre Greene Jr.,WR,St. Christopher's School,Richmond,VA,6,3,185,0.9704,Florida,2022,74,11,3,4,North Carolina,//247sports.com/player/andre-greene-jr-46099973,"St. Christopher's School, Richmond, VA",-77.5199379,37.57964010000001
Kaleb Brown,WR,St. Rita,Chicago,IL,5,10.5,195,0.9685,Florida,2022,79,13,2,4,Ohio State,//247sports.com/player/kaleb-brown-46080140,"St. Rita, Chicago, IL",-87.6841479,41.7523154
Brenen Thompson,WR,Spearman,Spearman,TX,5,10,165,0.9476,Florida,2022,131,20,21,4,Texas,//247sports.com/player/brenen-thompson-46100208,"Spearman, Spearman, TX",-101.1923795,36.1983665
Caleb Burton,WR,Lake Travis,Austin,TX,6,0,165,0.9465,Florida,2022,132,21,22,4,Ohio State,//247sports.com/player/caleb-burton-46076668,"Lake Travis, Austin, TX",-97.9102647,30.4205138
Tyler Morris,WR,Nazareth Academy,La Grange Park,IL,6,0,175,0.9462,Florida,2022,133,22,4,4,Michigan,//247sports.com/player/tyler-morris-46080144,"Nazareth Academy, La Grange Park, IL",-87.8865338,41.8204949
Darrius Clemons,WR,Westview,Portland,OR,6,3,205,0.9422,Florida,2022,144,24,1,4,Michigan,//247sports.com/player/darrius-clemons-46058500,"Westview, Portland, OR",-122.8659439,45.5503509
Kojo Antwi,WR,Lambert,Suwanee,GA,6,0,190,0.94,Florida,2022,151,26,17,4,Ohio State,//247sports.com/player/kojo-antwi-46099884,"Lambert, Suwanee, GA",-84.1389311,34.1062076
Jayden Gibson,WR,West Orange,Winter Garden,FL,6,5,185,0.9288,Florida,2022,180,27,22,4,Oklahoma,//247sports.com/player/jayden-gibson-46098919,"West Orange, Winter Garden, FL",-81.56842750000001,28.5406621
Armani Winfield,WR,Lewisville,Lewisville,TX,6,2,180,0.9178,Florida,2022,209,30,34,4,Baylor,//247sports.com/player/armani-winfield-46056649,"Lewisville, Lewisville, TX",-96.9941903,33.0463292
Chandler Smith,WR,Mt. Dora,Mount Dora,FL,6,1,180,0.9135,Florida,2022,227,33,26,4,Georgia,//247sports.com/player/chandler-smith-46101140,"Mt. Dora, Mount Dora, FL",-81.6066536,28.7853799
De'Nylon Morrissette,WR,North Cobb,Kennesaw,GA,6,0,197,0.909,Florida,2022,251,39,22,4,Georgia,//247sports.com/player/denylon-morrissette-46056422,"North Cobb, Kennesaw, GA",-84.64859829999999,34.0401304
DJ Allen,WR,Gladewater,Gladewater,TX,5,11,190,0.9084,Florida,2022,253,40,40,4,TCU,//247sports.com/player/dj-allen-46102438,"Gladewater, Gladewater, TX",-94.94271680000001,32.53653329999999
Antonio Gates Jr.,WR,Fordson,Dearborn,MI,6,1,185,0.8969,Florida,2022,320,46,9,4,Michigan State,//247sports.com/player/antonio-gates-jr-46080049,"Fordson, Dearborn, MI",-83.2676,42.3067795
Isaiah Horton,WR,Oakland,Murfreesboro,TN,6,3,190,0.8948,Florida,2022,346,52,11,4,Miami,//247sports.com/player/isaiah-horton-46058199,"Oakland, Murfreesboro, TN",-86.3538547,35.8838661
Erriyon Knighton,WR,Hillsborough,Tampa,FL,6,0,160,0.8938,Florida,2022,351,2,41,4,NA,//247sports.com/player/erriyon-knighton-46102377,"Hillsborough, Tampa, FL",-82.4571776,27.950575
Amarion Brown,WR,Martin County,Stuart,FL,6,3,175,0.8891,Florida,2022,393,57,51,3,Rutgers,//247sports.com/player/amarion-brown-46100940,"Martin County, Stuart, FL",-80.2528257,27.197548
Phaizon Wilson,WR,Lancaster,Lancaster,TX,6,4,210,0.887,Florida,2022,420,59,59,3,Grambling State,//247sports.com/player/phaizon-wilson-46080066,"Lancaster, Lancaster, TX",-96.7561082,32.5920798
Samuel Mbake,WR,North Cobb,Kennesaw,GA,6,3,205,0.8863,Florida,2022,428,61,46,3,Arkansas,//247sports.com/player/samuel-mbake-46094197,"North Cobb, Kennesaw, GA",-84.64859829999999,34.0401304
Cameron Miller,WR,Memphis Academy of Health Sciences,Memphis,TN,6,1,195,0.8858,Florida,2022,434,64,15,3,Tennessee,//247sports.com/player/cameron-miller-46085780,"Memphis Academy of Health Sciences, Memphis, TN",-89.92944899999999,35.177597
Caleb Douglas,WR,Hightower,Missouri City,TX,6,3,185,0.8817,Florida,2022,471,68,68,3,Florida,//247sports.com/player/caleb-douglas-46109936,"Hightower, Missouri City, TX",-95.4971534,29.5320538
Jay Fair,WR,Rockwall-Heath,Rockwall,TX,5,10,175,0.8743,Florida,2022,599,84,88,3,Auburn,//247sports.com/player/jay-fair-46109402,"Rockwall-Heath, Rockwall, TX",-96.474987,32.8365147
Randy Masters,WR,Yates,Houston,TX,6,1,172,0.8696,Florida,2022,706,98,101,3,UNLV,//247sports.com/player/randy-masters-46085683,"Yates, Houston, TX",-95.3238811,29.7783839
Kevin Thomas,WR,Neumann Goretti,Philadelphia,PA,6,1,187,0.869,Florida,2022,712,100,19,3,NA,//247sports.com/player/kevin-thomas-46101568,"Neumann Goretti, Philadelphia, PA",-75.16292899999999,39.927428
Amari Clark,WR,Woodrow Wilson,Camden,NJ,6,2,202,0.8648,Florida,2022,792,114,12,3,Campbell,//247sports.com/player/amari-clark-46080730,"Woodrow Wilson, Camden, NJ",-75.0775294,39.9467673
Syveion Ellis,WR,Miami International Academy,Miami,FL,6,5,200,NA,Florida,2022,NA,NA,NA,1,NA,//247sports.com/player/syveion-ellis-46056820,"Miami International Academy, Miami, FL",-80.2870509,25.7958723
Jake Johnson,TE,Oconee County,Watkinsville,GA,6,5,225,0.9587,Florida,2022,95,1,8,4,Texas A&M,//247sports.com/player/jake-johnson-46052164,"Oconee County, Watkinsville, GA",-83.4087708,33.8628959
Oscar Delp,TE,West Forsyth,Cumming,GA,6,5,224,0.9577,Florida,2022,100,2,9,4,Georgia,//247sports.com/player/oscar-delp-46098327,"West Forsyth, Cumming, GA",-84.21416959999999,34.2101851
Jaleel Skinner,TE,IMG Academy,Bradenton,FL,6,5,216,0.9562,Florida,2022,102,3,15,4,Miami,//247sports.com/player/jaleel-skinner-46058801,"IMG Academy, Bradenton, FL",-82.605312,27.4408855
Donovan Green,TE,Dickinson,Dickinson,TX,6,4,235,0.9554,Florida,2022,105,4,19,4,Texas A&M,//247sports.com/player/donovan-green-46080070,"Dickinson, Dickinson, TX",-95.0513172,29.4607876
Benji Gosnell,TE,Carroll County,Hillsville,VA,6,5,240,0.8958,Florida,2022,336,17,12,4,Virginia Tech,//247sports.com/player/benji-gosnell-46095010,"Carroll County, Hillsville, VA",-80.7347947,36.7626282
Mason Taylor,TE,St. Thomas Aquinas,Fort Lauderdale,FL,6,4.5,230,0.8811,Florida,2022,491,24,67,3,LSU,//247sports.com/player/mason-taylor-46111964,"St. Thomas Aquinas, Fort Lauderdale, FL",-80.1329575,26.1190231
Danny Lewis,TE,Westgate,New Iberia,LA,6,4.5,255,0.8734,Florida,2022,624,31,30,3,Alabama,//247sports.com/player/danny-lewis-46112762,"Westgate, New Iberia, LA",-91.8570847,29.9988085
CJ Hawkins,TE,Berkeley Prep,Tampa,FL,6,6,220,0.8703,Florida,2022,678,34,94,3,Stanford,//247sports.com/player/cj-hawkins-46111840,"Berkeley Prep, Tampa, FL",-82.5648305,27.9896384
Trent McGaughey,TE,Conroe,Conroe,TX,6,3,224,0.8696,Florida,2022,704,35,100,3,Houston,//247sports.com/player/trent-mcgaughey-46085431,"Conroe, Conroe, TX",-95.45605119999999,30.3118769
De'Carlo Donaldson,TE,Gulliver Prep,Miami,FL,6,2,215,0.8593,Florida,2022,932,52,120,3,West Virginia,//247sports.com/player/decarlo-donaldson-46058788,"Gulliver Prep, Miami, FL",-80.299706,25.689507
Hayden Hansen,TE,Weatherford,Weatherford,TX,6,5,250,0.8181,Florida,2022,NA,110,250,3,Florida,//247sports.com/player/hayden-hansen-46117026,"Weatherford, Weatherford, TX",-97.7972544,32.7592955
Zach Rice,OT,Liberty Christian Academy,Lynchburg,VA,6,6,282,0.9937,Florida,2022,13,1,1,5,North Carolina,//247sports.com/player/zach-rice-46086346,"Liberty Christian Academy, Lynchburg, VA",-79.1721689,37.3604424
Kelvin Banks,OT,Summer Creek,Humble,TX,6,5,300,0.9843,Florida,2022,33,3,8,5,Texas,//247sports.com/player/kelvin-banks-46082828,"Summer Creek, Humble, TX",-95.20769489999999,29.9251884
Will Campbell,OT,Neville,Monroe,LA,6,6,300,0.983,Florida,2022,36,4,2,4,LSU,//247sports.com/player/will-campbell-46085724,"Neville, Monroe, LA",-92.1265609,32.5212962
Kiyaunta Goodwin,OT,Charlestown,Charlestown,IN,6,8,340,0.9824,Florida,2022,38,6,1,4,Kentucky,//247sports.com/player/kiyaunta-goodwin-46056042,"Charlestown, Charlestown, IN",-85.6702406,38.45312
Tyler Booker,OT,IMG Academy,Bradenton,FL,6,5,325,0.9767,Florida,2022,57,7,10,4,Alabama,//247sports.com/player/tyler-booker-46057337,"IMG Academy, Bradenton, FL",-82.605312,27.4408855
Tegra Tshabola,OT,Lakota West,West Chester,OH,6,5,344,0.9557,Florida,2022,104,10,6,4,Ohio State,//247sports.com/player/tegra-tshabola-46083974,"Lakota West, West Chester, OH",-84.4305288,39.3322858
Drew Shelton,OT,Downingtown West,Downingtown,PA,6,5,290,0.9512,Florida,2022,122,12,3,4,Penn State,//247sports.com/player/drew-shelton-46100911,"Downingtown West, Downingtown, PA",-75.718214,40.0116371
Collin Sadler,OT,Greenville,Greenville,SC,6,5,285,0.9394,Florida,2022,153,14,5,4,Clemson,//247sports.com/player/collin-sadler-46098635,"Greenville, Greenville, SC",-82.3940104,34.85261759999999
Blake Miller,OT,Strongsville,Strongsville,OH,6,6,315,0.9187,Florida,2022,205,16,9,4,Clemson,//247sports.com/player/blake-miller-46058996,"Strongsville, Strongsville, OH",-81.83569,41.3144966
Riley Quick,OT,Hewitt-Trussville,Trussville,AL,6,5,260,0.9092,Florida,2022,249,1,13,4,NA,//247sports.com/player/riley-quick-46084696,"Hewitt-Trussville, Trussville, AL",-86.5903385,33.665161
George Fitzpatrick,OT,Cherry Creek,Englewood,CO,6,6,274,0.907,Florida,2022,262,19,2,4,Ohio State,//247sports.com/player/george-fitzpatrick-46101012,"Cherry Creek, Englewood, CO",-104.8759429,39.6314971
Fisher Anderson,OT,Franklin,Franklin,TN,6,7,270,0.9068,Florida,2022,263,20,6,4,Stanford,//247sports.com/player/fisher-anderson-46056927,"Franklin, Franklin, TN",-86.8688899,35.9250637
Malik Agbo,OT,Todd Beamer,Federal Way,WA,6,5.5,320,0.9022,Florida,2022,282,22,5,4,Texas,//247sports.com/player/malik-agbo-46059102,"Todd Beamer, Federal Way, WA",-122.3150846,47.2780521
Tony Livingston,OT,King,Tampa,FL,6,4,260,0.8984,Florida,2022,307,23,36,4,Florida,//247sports.com/player/tony-livingston-46097929,"King, Tampa, FL",-82.452618,28.0033575
Andrew Chamblee,OT,Maumelle,Maumelle,AR,6,7,305,0.8983,Florida,2022,309,24,2,4,Arkansas,//247sports.com/player/andrew-chamblee-46094016,"Maumelle, Maumelle, AR",-92.4024793,34.8528903
Eston Harris Jr.,OT,Auburn,Auburn,AL,6,6,290,0.8966,Florida,2022,321,27,14,4,Auburn,//247sports.com/player/eston-harris-jr-46117788,"Auburn, Auburn, AL",-85.470466,32.6024229
Aliou Bah,OT,IMG Academy,Bradenton,FL,6,5,325,0.8931,Florida,2022,362,29,45,4,Georgia,//247sports.com/player/aliou-bah-46094353,"IMG Academy, Bradenton, FL",-82.605312,27.4408855
Qae'shon Sapp,OT,Lee County,Leesburg,GA,6,4,325,0.8925,Florida,2022,367,30,34,4,Florida State,//247sports.com/player/qaeshon-sapp-46099183,"Lee County, Leesburg, GA",-84.1707423,31.7321156
Cameron Williams,OT,Duncanville,Duncanville,TX,6,5,360,0.8919,Florida,2022,372,32,50,4,Texas,//247sports.com/player/cameron-williams-46085065,"Duncanville, Duncanville, TX",-96.9083366,32.6518004
Dayne Shor,OT,Denmark,Alpharetta,GA,6,6,295,0.8891,Florida,2022,397,33,36,3,Alabama,//247sports.com/player/dayne-shor-46099920,"Denmark, Alpharetta, GA",-84.2940899,34.0753762
Jacob Hood,OT,Hillsboro,Nashville,TN,6,8,342,0.8863,Florida,2022,430,35,14,3,Georgia,//247sports.com/player/jacob-hood-46101757,"Hillsboro, Nashville, TN",-86.7942666,36.1247414
Ryan Brubaker,OT,Cocalico,Denver,PA,6,6,280,0.8776,Florida,2022,557,43,17,3,South Carolina,//247sports.com/player/ryan-brubaker-46103698,"Cocalico, Denver, PA",-76.1975262,40.3135608
Leyton Nelson,OT,Boone,Orlando,FL,6,4,275,0.8763,Florida,2022,566,44,75,3,Vanderbilt,//247sports.com/player/leyton-nelson-46113212,"Boone, Orlando, FL",-81.36557859999999,28.5196591
Daughtry Richardson,OT,Miami Central,Miami,FL,6,5,285,0.875,Florida,2022,589,46,79,3,Florida State,//247sports.com/player/daughtry-richardson-46102604,"Miami Central, Miami, FL",-80.19606569999999,25.7807228
Matthew McCoy,OT,Creekside,Saint Augustine,FL,6,6,285,0.8676,Florida,2022,752,61,104,3,Miami,//247sports.com/player/matthew-mccoy-46125647,"Creekside, Saint Augustine, FL",-81.3247308,29.8255465
Nick Williams,OT,Fox Creek Charter,North Augusta,SC,6,5,300,0.8649,Florida,2022,791,66,8,3,NA,//247sports.com/player/nick-williams-46100673,"Fox Creek Charter, North Augusta, SC",-81.9624929,33.5677836
